chid,views,subscriber,videoscount,date
UC6ROKPXrnzfhNYST1w,3617882,2244,5,2017-01-26
UC6ROKPXrnzfhNYST1w,3622089,2247,5,2017-01-27
UC6ROKPXrnzfhNYST1w,3622089,2253,5,2017-01-28
UC6ROKPXrnzfhNYST1w,3631428,2255,5,2017-01-29
UC6ROKPXrnzfhNYST1w,3633803,2256,5,2017-01-30
UC6ROKPXrnzfhNYST1w,3633803,2259,5,2017-01-31
UC6ROKPXrnzfhNYST1w,3640278,2262,5,2017-02-01
UC6ROKPXrnzfhNYST1w,3640278,2265,5,2017-02-02
UC6ROKPXrnzfhNYST1w,3643585,2268,5,2017-02-03
UC6ROKPXrnzfhNYST1w,3652266,2275,5,2017-02-04
UC6ROKPXrnzfhNYST1w,3657917,2277,5,2017-02-05
UC6ROKPXrnzfhNYST1w,3664290,2281,5,2017-02-06
UC6ROKPXrnzfhNYST1w,3670776,2284,5,2017-02-07
UC6ROKPXrnzfhNYST1w,3675765,2289,5,2017-02-08
UC6ROKPXrnzfhNYST1w,3675765,2286,5,2017-02-09
UC6ROKPXrnzfhNYST1w,3685020,2288,5,2017-02-10
UC6ROKPXrnzfhNYST1w,3690127,2290,5,2017-02-11
UC6ROKPXrnzfhNYST1w,3696009,2293,5,2017-02-12
UC6ROKPXrnzfhNYST1w,3696009,2294,5,2017-02-13
UC6ROKPXrnzfhNYST1w,3704735,2297,5,2017-02-14
UC6ROKPXrnzfhNYST1w,3709148,2299,5,2017-02-15
UC6ROKPXrnzfhNYST1w,3714258,2299,5,2017-02-16
UC6ROKPXrnzfhNYST1w,3715757,2299,5,2017-02-17
UC6ROKPXrnzfhNYST1w,3716330,2300,5,2017-02-18
UC6ROKPXrnzfhNYST1w,3716902,2302,5,2017-02-19
UC6ROKPXrnzfhNYST1w,3718035,2307,5,2017-02-20
UC6ROKPXrnzfhNYST1w,3720967,2309,5,2017-02-21
UC6ROKPXrnzfhNYST1w,3724471,2309,5,2017-02-22
UC6ROKPXrnzfhNYST1w,3727725,2311,5,2017-02-23
UC6ROKPXrnzfhNYST1w,3729699,2312,5,2017-02-24
UC6ROKPXrnzfhNYST1w,3732951,2313,5,2017-02-25
UC6iv_yOcmMUicwEeUw,397120,7304,212,2016-10-01
UC6iv_yOcmMUicwEeUw,397156,7304,212,2016-10-02
UC6iv_yOcmMUicwEeUw,397204,7305,212,2016-10-03
UC6iv_yOcmMUicwEeUw,397263,7303,212,2016-10-04
UC6iv_yOcmMUicwEeUw,397315,7303,212,2016-10-05
UC6iv_yOcmMUicwEeUw,397373,7302,212,2016-10-06
UC6iv_yOcmMUicwEeUw,397437,7302,212,2016-10-07
UC6iv_yOcmMUicwEeUw,397465,7301,212,2016-10-08
UC6iv_yOcmMUicwEeUw,397556,7301,212,2016-10-09
UC6iv_yOcmMUicwEeUw,397603,7301,212,2016-10-10
UC6iv_yOcmMUicwEeUw,397650,7301,212,2016-10-11
UC6iv_yOcmMUicwEeUw,397702,7300,212,2016-10-12
UC6iv_yOcmMUicwEeUw,397702,7300,212,2016-10-13
UC6iv_yOcmMUicwEeUw,397779,7300,212,2016-10-14
UC6iv_yOcmMUicwEeUw,397840,7300,212,2016-10-15
UC6iv_yOcmMUicwEeUw,397893,7300,212,2016-10-16
UC6iv_yOcmMUicwEeUw,397989,7300,212,2016-10-17
UC6iv_yOcmMUicwEeUw,398088,7300,212,2016-10-18
UC6iv_yOcmMUicwEeUw,398199,7299,212,2016-10-19
UC6iv_yOcmMUicwEeUw,398306,7300,212,2016-10-20
UC6iv_yOcmMUicwEeUw,398306,7303,212,2016-10-21
UC6iv_yOcmMUicwEeUw,398449,7303,212,2016-10-22
UC6iv_yOcmMUicwEeUw,398554,7304,212,2016-10-23
UC6iv_yOcmMUicwEeUw,398554,7303,212,2016-10-24
UC6iv_yOcmMUicwEeUw,398646,7301,212,2016-10-25
UC6iv_yOcmMUicwEeUw,398747,7302,212,2016-10-26
UC6iv_yOcmMUicwEeUw,398832,7301,212,2016-10-27
UC6iv_yOcmMUicwEeUw,398894,7303,212,2016-10-28
UC6iv_yOcmMUicwEeUw,398966,7302,212,2016-10-29
UC6iv_yOcmMUicwEeUw,399008,7301,212,2016-10-30
UC6iv_yOcmMUicwEeUw,399051,7299,212,2016-10-31
UC6iv_yOcmMUicwEeUw,399105,7297,212,2016-11-01
UC6iv_yOcmMUicwEeUw,399147,7291,212,2016-11-02
UC6iv_yOcmMUicwEeUw,399193,7291,212,2016-11-03
UC6iv_yOcmMUicwEeUw,399234,7291,212,2016-11-04
UC6iv_yOcmMUicwEeUw,399234,7291,212,2016-11-05
UC6iv_yOcmMUicwEeUw,399329,7292,212,2016-11-06
UC6iv_yOcmMUicwEeUw,399387,7291,212,2016-11-07
UC6iv_yOcmMUicwEeUw,399423,7290,212,2016-11-08
UC6iv_yOcmMUicwEeUw,399474,7291,212,2016-11-09
UC6iv_yOcmMUicwEeUw,399528,7290,212,2016-11-10
UC6iv_yOcmMUicwEeUw,399578,7291,212,2016-11-11
UC6iv_yOcmMUicwEeUw,399656,7291,212,2016-11-12
UC6iv_yOcmMUicwEeUw,399750,7290,212,2016-11-13
UC6iv_yOcmMUicwEeUw,399801,7291,212,2016-11-14
UC6iv_yOcmMUicwEeUw,399847,7292,212,2016-11-15
UC6iv_yOcmMUicwEeUw,399847,7293,211,2016-11-16
UC6iv_yOcmMUicwEeUw,399939,7292,211,2016-11-17
UC6iv_yOcmMUicwEeUw,399592,7293,211,2016-11-18
UC6iv_yOcmMUicwEeUw,399643,7290,211,2016-11-19
UC6iv_yOcmMUicwEeUw,399680,7289,211,2016-11-20
UC6iv_yOcmMUicwEeUw,399717,7289,211,2016-11-21
UC6iv_yOcmMUicwEeUw,399778,7289,211,2016-11-22
UC6iv_yOcmMUicwEeUw,399810,7289,211,2016-11-23
UC6iv_yOcmMUicwEeUw,399841,7289,211,2016-11-24
UC6iv_yOcmMUicwEeUw,399869,7289,211,2016-11-25
UC6iv_yOcmMUicwEeUw,399912,7288,211,2016-11-26
UC6iv_yOcmMUicwEeUw,399932,7288,211,2016-11-27
UC6iv_yOcmMUicwEeUw,399955,7287,211,2016-11-28
UC6iv_yOcmMUicwEeUw,400057,7287,211,2016-11-29
UC6iv_yOcmMUicwEeUw,400018,7288,211,2016-11-30
UC6iv_yOcmMUicwEeUw,400018,7287,211,2016-12-01
UC6iv_yOcmMUicwEeUw,400018,7286,211,2016-12-02
UC6iv_yOcmMUicwEeUw,400018,7286,211,2016-12-03
UC6iv_yOcmMUicwEeUw,400018,7285,211,2016-12-04
UC6iv_yOcmMUicwEeUw,400204,7286,211,2016-12-05
UC6iv_yOcmMUicwEeUw,400303,7283,211,2016-12-06
UC6iv_yOcmMUicwEeUw,400303,7279,211,2016-12-07
UC6iv_yOcmMUicwEeUw,400384,7278,211,2016-12-08
UC6iv_yOcmMUicwEeUw,400418,7276,211,2016-12-09
UC6iv_yOcmMUicwEeUw,400444,7276,211,2016-12-10
UC6iv_yOcmMUicwEeUw,400484,7276,211,2016-12-11
UC6iv_yOcmMUicwEeUw,400514,7276,212,2016-12-12
UC6iv_yOcmMUicwEeUw,400877,7272,212,2016-12-13
UC6iv_yOcmMUicwEeUw,401235,7271,212,2016-12-14
UC6iv_yOcmMUicwEeUw,400944,7271,212,2016-12-15
UC6iv_yOcmMUicwEeUw,400994,7272,212,2016-12-16
UC6iv_yOcmMUicwEeUw,400994,7270,212,2016-12-17
UC6iv_yOcmMUicwEeUw,401050,7270,212,2016-12-18
UC6iv_yOcmMUicwEeUw,401094,7270,212,2016-12-19
UC6iv_yOcmMUicwEeUw,401125,7269,212,2016-12-20
UC6iv_yOcmMUicwEeUw,401156,7267,212,2016-12-21
UC6iv_yOcmMUicwEeUw,401187,7266,212,2016-12-22
UC6iv_yOcmMUicwEeUw,401242,7264,212,2016-12-23
UC6iv_yOcmMUicwEeUw,401282,7264,212,2016-12-24
UC6iv_yOcmMUicwEeUw,401321,7263,212,2016-12-25
UC6iv_yOcmMUicwEeUw,401360,7263,212,2016-12-26
UC6iv_yOcmMUicwEeUw,401389,7262,212,2016-12-27
UC6iv_yOcmMUicwEeUw,401427,7262,212,2016-12-28
UC6iv_yOcmMUicwEeUw,401461,7261,212,2016-12-29
UC6iv_yOcmMUicwEeUw,401501,7261,212,2016-12-30
UC6iv_yOcmMUicwEeUw,401533,7261,212,2016-12-31
UC6iv_yOcmMUicwEeUw,401566,7261,212,2017-01-01
UC6iv_yOcmMUicwEeUw,401601,7261,212,2017-01-02
UC6iv_yOcmMUicwEeUw,401641,7259,212,2017-01-03
UC6iv_yOcmMUicwEeUw,401685,7258,212,2017-01-04
UC6iv_yOcmMUicwEeUw,401729,7258,212,2017-01-05
UC6iv_yOcmMUicwEeUw,401785,7261,212,2017-01-06
UC6iv_yOcmMUicwEeUw,401852,7258,212,2017-01-07
UC6iv_yOcmMUicwEeUw,401934,7257,212,2017-01-08
UC6iv_yOcmMUicwEeUw,401990,7257,212,2017-01-09
UC6iv_yOcmMUicwEeUw,402035,7257,212,2017-01-10
UC6iv_yOcmMUicwEeUw,402112,7257,212,2017-01-11
UC6iv_yOcmMUicwEeUw,402187,7256,211,2017-01-12
UC6iv_yOcmMUicwEeUw,402251,7255,211,2017-01-13
UC6iv_yOcmMUicwEeUw,402126,7254,211,2017-01-14
UC6iv_yOcmMUicwEeUw,402126,7254,211,2017-01-15
UC6iv_yOcmMUicwEeUw,402735,7254,211,2017-01-16
UC6iv_yOcmMUicwEeUw,402967,7253,211,2017-01-17
UC6iv_yOcmMUicwEeUw,403130,7251,211,2017-01-18
UC6iv_yOcmMUicwEeUw,403126,7251,211,2017-01-19
UC6iv_yOcmMUicwEeUw,403160,7251,211,2017-01-20
UC6iv_yOcmMUicwEeUw,403222,7248,211,2017-01-21
UC6iv_yOcmMUicwEeUw,403282,7246,211,2017-01-22
UC6iv_yOcmMUicwEeUw,403332,7247,211,2017-01-23
UC6iv_yOcmMUicwEeUw,402423,7247,211,2017-01-24
UC6iv_yOcmMUicwEeUw,402423,7247,211,2017-01-25
UC6iv_yOcmMUicwEeUw,402589,7245,211,2017-01-26
UC6iv_yOcmMUicwEeUw,402631,7243,211,2017-01-27
UC6iv_yOcmMUicwEeUw,402631,7240,211,2017-01-28
UC6iv_yOcmMUicwEeUw,402719,7241,211,2017-01-29
UC6iv_yOcmMUicwEeUw,402763,7241,211,2017-01-30
UC6iv_yOcmMUicwEeUw,402763,7241,211,2017-01-31
UC6iv_yOcmMUicwEeUw,402862,7242,211,2017-02-01
UC6iv_yOcmMUicwEeUw,402862,7242,211,2017-02-02
UC6iv_yOcmMUicwEeUw,402910,7240,211,2017-02-03
UC6iv_yOcmMUicwEeUw,403054,7239,211,2017-02-04
UC6iv_yOcmMUicwEeUw,403117,7238,211,2017-02-05
UC6iv_yOcmMUicwEeUw,403175,7237,211,2017-02-06
UC6iv_yOcmMUicwEeUw,403265,7242,211,2017-02-07
UC6iv_yOcmMUicwEeUw,403323,7248,211,2017-02-08
UC6iv_yOcmMUicwEeUw,403323,7252,211,2017-02-09
UC6iv_yOcmMUicwEeUw,403543,7257,212,2017-02-10
UC6iv_yOcmMUicwEeUw,403678,7255,212,2017-02-11
UC6iv_yOcmMUicwEeUw,403920,7257,212,2017-02-12
UC6iv_yOcmMUicwEeUw,403920,7258,212,2017-02-13
UC6iv_yOcmMUicwEeUw,404206,7257,212,2017-02-14
UC6iv_yOcmMUicwEeUw,404296,7263,212,2017-02-15
UC6iv_yOcmMUicwEeUw,404383,7264,212,2017-02-16
UC6iv_yOcmMUicwEeUw,404463,7264,212,2017-02-17
UC6iv_yOcmMUicwEeUw,404540,7265,212,2017-02-18
UC6iv_yOcmMUicwEeUw,404540,7264,212,2017-02-19
UC6iv_yOcmMUicwEeUw,404660,7265,212,2017-02-20
UC6iv_yOcmMUicwEeUw,404775,7265,212,2017-02-21
UC6iv_yOcmMUicwEeUw,404832,7265,212,2017-02-22
UC6iv_yOcmMUicwEeUw,404885,7266,212,2017-02-23
UC6iv_yOcmMUicwEeUw,404938,7265,212,2017-02-24
UC6iv_yOcmMUicwEeUw,404981,7266,212,2017-02-25
UC6ROKPXrnzfhNYST1w,3736648,2314,5,2017-02-26
UC6ROKPXrnzfhNYST1w,3736648,2315,5,2017-02-27
UC6ROKPXrnzfhNYST1w,3743148,2315,5,2017-02-28
UC6ROKPXrnzfhNYST1w,3746722,2315,5,2017-03-01
UC6ROKPXrnzfhNYST1w,3749621,2318,5,2017-03-02
UC6ROKPXrnzfhNYST1w,3752196,2323,5,2017-03-03
UC6ROKPXrnzfhNYST1w,3755116,2322,5,2017-03-04
UC6ROKPXrnzfhNYST1w,3757806,2323,5,2017-03-05
UC6ROKPXrnzfhNYST1w,3757806,2327,5,2017-03-06
UC6ROKPXrnzfhNYST1w,3763378,2327,5,2017-03-07
UC6ROKPXrnzfhNYST1w,3766827,2329,5,2017-03-08
UC6ROKPXrnzfhNYST1w,3770460,2331,5,2017-03-09
UC6ROKPXrnzfhNYST1w,3773395,2333,5,2017-03-10
UC6ROKPXrnzfhNYST1w,3776603,2334,5,2017-03-11
UC6ROKPXrnzfhNYST1w,3779288,2336,5,2017-03-12
UC6ROKPXrnzfhNYST1w,3781715,2337,5,2017-03-13
UC6ROKPXrnzfhNYST1w,3784382,2340,5,2017-03-14
UC6ROKPXrnzfhNYST1w,3786968,2340,5,2017-03-15
UC6ROKPXrnzfhNYST1w,3789951,2341,5,2017-03-16
UC6ROKPXrnzfhNYST1w,3792689,2344,5,2017-03-17
UC6ROKPXrnzfhNYST1w,3796118,2343,5,2017-03-18
UC6ROKPXrnzfhNYST1w,3799933,2344,5,2017-03-19
UC6ROKPXrnzfhNYST1w,3809109,2345,5,2017-03-20
UC6ROKPXrnzfhNYST1w,3809109,2349,5,2017-03-21
UC6ROKPXrnzfhNYST1w,3818727,2355,5,2017-03-22
UC6ROKPXrnzfhNYST1w,3823784,2357,5,2017-03-23
UC6ROKPXrnzfhNYST1w,3828376,2358,5,2017-03-24
UC6ROKPXrnzfhNYST1w,3836823,2360,5,2017-03-25
UC6ROKPXrnzfhNYST1w,3843751,2366,5,2017-03-26
UC6ROKPXrnzfhNYST1w,3850032,2369,5,2017-03-27
UC6ROKPXrnzfhNYST1w,3856527,2373,5,2017-03-28
UC6ROKPXrnzfhNYST1w,3863729,2370,5,2017-03-29
UC6ROKPXrnzfhNYST1w,3870341,2378,5,2017-03-30
UC6ROKPXrnzfhNYST1w,3877914,2386,5,2017-03-31
UC6_-ciW9RQcEMA_iBA,1758822,2518,6,2016-10-01
UC6_-ciW9RQcEMA_iBA,1765590,2527,6,2016-10-02
UC6_-ciW9RQcEMA_iBA,1771949,2529,6,2016-10-03
UC6_-ciW9RQcEMA_iBA,1777218,2533,6,2016-10-04
UC6_-ciW9RQcEMA_iBA,1782756,2542,6,2016-10-05
UC6_-ciW9RQcEMA_iBA,1788807,2550,6,2016-10-06
UC6_-ciW9RQcEMA_iBA,1794258,2554,6,2016-10-07
UC6_-ciW9RQcEMA_iBA,1800348,2566,6,2016-10-08
UC6_-ciW9RQcEMA_iBA,1806988,2565,6,2016-10-09
UC6_-ciW9RQcEMA_iBA,1812825,2569,6,2016-10-10
UC6_-ciW9RQcEMA_iBA,1818317,2576,6,2016-10-11
UC6_-ciW9RQcEMA_iBA,1824327,2588,6,2016-10-12
UC6_-ciW9RQcEMA_iBA,1824327,2596,6,2016-10-13
UC6_-ciW9RQcEMA_iBA,1838183,2611,6,2016-10-14
UC6_-ciW9RQcEMA_iBA,1845494,2626,6,2016-10-15
UC6_-ciW9RQcEMA_iBA,1853044,2631,6,2016-10-16
UC6_-ciW9RQcEMA_iBA,1860603,2642,6,2016-10-17
UC6_-ciW9RQcEMA_iBA,1868193,2654,6,2016-10-18
UC6_-ciW9RQcEMA_iBA,1875760,2671,6,2016-10-19
UC6_-ciW9RQcEMA_iBA,1884295,2687,6,2016-10-20
UC6_-ciW9RQcEMA_iBA,1884295,2707,6,2016-10-21
UC6_-ciW9RQcEMA_iBA,1904863,2722,6,2016-10-22
UC6_-ciW9RQcEMA_iBA,1916197,2733,6,2016-10-23
UC6_-ciW9RQcEMA_iBA,1916197,2752,6,2016-10-24
UC6_-ciW9RQcEMA_iBA,1938248,2768,6,2016-10-25
UC6_-ciW9RQcEMA_iBA,1949010,2781,6,2016-10-26
UC6_-ciW9RQcEMA_iBA,1959114,2794,6,2016-10-27
UC6_-ciW9RQcEMA_iBA,1969980,2811,6,2016-10-28
UC6_-ciW9RQcEMA_iBA,1980850,2832,6,2016-10-29
UC6_-ciW9RQcEMA_iBA,1990964,2858,6,2016-10-30
UC6_-ciW9RQcEMA_iBA,1999229,2878,6,2016-10-31
UC6_-ciW9RQcEMA_iBA,2004867,2902,6,2016-11-01
UC6_-ciW9RQcEMA_iBA,2011124,2926,6,2016-11-02
UC6_-ciW9RQcEMA_iBA,2017318,2948,6,2016-11-03
UC6_-ciW9RQcEMA_iBA,2023928,2977,6,2016-11-04
UC6_-ciW9RQcEMA_iBA,2023928,2991,6,2016-11-05
UC6_-ciW9RQcEMA_iBA,2035493,3016,6,2016-11-06
UC6_-ciW9RQcEMA_iBA,2040913,3035,6,2016-11-07
UC6_-ciW9RQcEMA_iBA,2046631,3054,6,2016-11-08
UC6_-ciW9RQcEMA_iBA,2052233,3072,6,2016-11-09
UC6_-ciW9RQcEMA_iBA,2057563,3092,6,2016-11-10
UC6_-ciW9RQcEMA_iBA,2063026,3109,6,2016-11-11
UC6_-ciW9RQcEMA_iBA,2068477,3130,6,2016-11-12
UC6_-ciW9RQcEMA_iBA,2073844,3148,6,2016-11-13
UC6_-ciW9RQcEMA_iBA,2079184,3161,6,2016-11-14
UC6_-ciW9RQcEMA_iBA,2083825,3177,6,2016-11-15
UC6_-ciW9RQcEMA_iBA,2083825,3191,6,2016-11-16
UC6_-ciW9RQcEMA_iBA,2093140,3207,6,2016-11-17
UC6_-ciW9RQcEMA_iBA,2097818,3227,6,2016-11-18
UC6_-ciW9RQcEMA_iBA,2102956,3240,6,2016-11-19
UC6_-ciW9RQcEMA_iBA,2107649,3270,6,2016-11-20
UC6_-ciW9RQcEMA_iBA,2112501,3282,6,2016-11-21
UC6_-ciW9RQcEMA_iBA,2117414,3293,6,2016-11-22
UC6_-ciW9RQcEMA_iBA,2122229,3311,6,2016-11-23
UC6_-ciW9RQcEMA_iBA,2127169,3324,6,2016-11-24
UC6_-ciW9RQcEMA_iBA,2132115,3344,6,2016-11-25
UC6_-ciW9RQcEMA_iBA,2137279,3358,6,2016-11-26
UC6_-ciW9RQcEMA_iBA,2142545,3374,6,2016-11-27
UC6_-ciW9RQcEMA_iBA,2148170,3394,6,2016-11-28
UC6_-ciW9RQcEMA_iBA,2161919,3419,6,2016-11-29
UC6_-ciW9RQcEMA_iBA,2159560,3439,6,2016-11-30
UC6_-ciW9RQcEMA_iBA,2159560,3468,6,2016-12-01
UC6_-ciW9RQcEMA_iBA,2159560,3491,6,2016-12-02
UC6_-ciW9RQcEMA_iBA,2159560,3514,6,2016-12-03
UC6_-ciW9RQcEMA_iBA,2159560,3539,6,2016-12-04
UC6_-ciW9RQcEMA_iBA,2183468,3566,6,2016-12-05
UC6_-ciW9RQcEMA_iBA,2195578,3585,6,2016-12-06
UC6_-ciW9RQcEMA_iBA,2195578,3616,6,2016-12-07
UC6_-ciW9RQcEMA_iBA,2206749,3633,6,2016-12-08
UC6_-ciW9RQcEMA_iBA,2211922,3646,6,2016-12-09
UC6_-ciW9RQcEMA_iBA,2217168,3668,6,2016-12-10
